Customer S.No,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchase,Preferred Payment Method,Frequency of Purchase
665,53,Male,sweater,Electronics,793.81,San Francisco,M,Blue,Fall,1.0,Active,Debit Card,Nextday,No,None,No,PayPal,Weekly
666,41,Female,Backpack,Footwear,584.71,Miami,M,White,Fall,1.4,Inactive,Credit Card,Express,No,None,No,Apple Pay,Monthly
667,19,Other,Perfume,Clothing,145.87,Chicago,S,Black,Fall,1.6,Active,Google Pay,Nextday,No,None,Yes,Google Pay,Quarterly
668,36,Male,sunglasses,Beauty,170.74,Chicago,L,Orange,Fall,4.5,Inactive,Apple Pay,Store pickup,Yes,SPRING15,Yes,PayPal,Bi-Weekly
669,45,Other,T-Shirt,Clothing,503.36,Seattle,N/A,Green,All Seasons,4.7,Inactive,Google Pay,Standard,Yes,TECH10,Yes,Debit Card,Yearly
670,48,Male,Gaming Console,Electronics,336.41,Los Angeles,N/A,Blue,Winter,3.7,Active,Google Pay,Free ship,Yes,TECH10,Yes,Debit Card,Yearly
671,22,Other,Wristwatch,Electronics,984.77,Denver,N/A,Olive,Winter,1.5,Inactive,PayPal,Free ship,Yes,None,Yes,Credit Card,Quarterly
672,23,Female,kurta,Clothing,714.47,New York,XL,Silver,Fall,2.2,Inactive,Debit Card,Nextday,No,None,Yes,Apple Pay,Quarterly
673,56,Female,Perfume,Footwear,409.74,Denver,M,Olive,Fall,4.4,Inactive,Digital Wallet,Free ship,Yes,TECH10,No,PayPal,Quarterly
674,26,Other,T-Shirt,Beauty,931.86,Miami,L,Orange,Spring,3.1,Active,Google Pay,Express,No,None,Yes,Credit Card,Weekly
675,23,Other,Backpack,Electronics,509.2,Las Vegas,L,Orange,All Seasons,3.3,Inactive,Credit Card,Free ship,No,None,Yes,Apple Pay,Yearly
676,57,Male,jeans,Clothing,872.74,Boston,XL,Silver,All Seasons,2.6,Inactive,Google Pay,Express,No,None,Yes,Debit Card,Weekly
677,59,Other,Smartphone,Beauty,396.86,Boston,S,White,Winter,2.7,Inactive,PayPal,Express,Yes,BEAUTY5,No,Google Pay,Bi-Weekly
678,30,Other,Gaming Console,Clothing,656.83,Chicago,N/A,Green,Summer,4.9,Inactive,Apple Pay,Free ship,Yes,BEAUTY5,Yes,Debit Card,Bi-Weekly
679,43,Female,Perfume,Clothing,300.91,Houston,S,Grey,Summer,2.2,Active,Google Pay,Express,Yes,SPRING15,Yes,Google Pay,Monthly
680,46,Male,T-Shirt,Footwear,631.3,San Francisco,L,Silver,All Seasons,3.6,Inactive,Digital Wallet,Express,No,None,No,Apple Pay,Quarterly
681,56,Other,Laptop,Electronics,88.05,Seattle,M,Olive,Fall,1.0,Inactive,Apple Pay,Standard,Yes,SPRING15,No,Google Pay,Quarterly
682,19,Other,Laptop,Accessories,658.94,Los Angeles,M,Purple,All Seasons,4.8,Active,Apple Pay,Free ship,No,None,Yes,Google Pay,Quarterly
683,50,Male,Handbag,Electronics,836.55,Houston,L,Red,Summer,3.3,Inactive,Credit Card,Nextday,No,None,Yes,PayPal,Yearly
684,25,Female,jeans,Bags,675.08,San Francisco,M,Black,Summer,3.4,Inactive,Apple Pay,Store pickup,Yes,SUMMER20,No,PayPal,Weekly
685,36,Female,Running Shoes,Electronics,662.71,Los Angeles,S,Gold,Fall,3.4,Inactive,Apple Pay,Store pickup,Yes,SPRING15,Yes,Debit Card,Monthly
686,44,Male,Gaming Console,Bags,179.44,San Francisco,L,Red,All Seasons,1.7,Inactive,Credit Card,Store pickup,Yes,BEAUTY5,No,PayPal,Bi-Weekly
687,56,Other,kurta,Clothing,415.69,Chicago,N/A,Blue,Summer,3.0,Active,Digital Wallet,Store pickup,Yes,TECH10,No,Debit Card,Monthly
688,31,Other,Backpack,Accessories,923.28,Seattle,XL,Gray,Spring,4.6,Active,Debit Card,Express,Yes,SPRING15,Yes,Google Pay,Weekly
689,30,Female,Laptop,Clothing,911.36,San Francisco,XL,Yellow,Fall,2.9,Inactive,Digital Wallet,Standard,No,None,No,Google Pay,Weekly
690,26,Male,Handbag,Accessories,412.98,Chicago,N/A,Red,Fall,2.3,Inactive,Credit Card,Standard,No,None,No,PayPal,Bi-Weekly
691,27,Male,Wristwatch,Beauty,588.64,San Francisco,S,Purple,Spring,1.2,Active,PayPal,Nextday,Yes,TECH10,No,Debit Card,Weekly
692,29,Male,Laptop,Beauty,104.14,San Francisco,S,White,All Seasons,1.7,Active,Debit Card,Standard,Yes,SPRING15,Yes,Apple Pay,Quarterly
693,60,Male,Gaming Console,Electronics,677.43,Houston,M,White,Winter,2.8,Active,PayPal,Nextday,Yes,None,Yes,PayPal,Bi-Weekly
694,49,Other,Handbag,Beauty,280.45,Denver,N/A,White,All Seasons,1.5,Active,PayPal,Nextday,Yes,None,Yes,Debit Card,Bi-Weekly
695,23,Female,Dress,Beauty,150.09,Houston,N/A,Gray,Summer,2.3,Active,Google Pay,Store pickup,No,None,Yes,PayPal,Monthly
696,58,Male,Backpack,Footwear,466.36,Houston,L,Gray,Fall,3.4,Inactive,PayPal,Express,No,None,No,Apple Pay,Weekly
697,50,Male,Running Shoes,Bags,414.07,Chicago,M,Grey,Winter,3.7,Inactive,Apple Pay,Free ship,Yes,BEAUTY5,No,Apple Pay,Yearly
698,29,Female,T-Shirt,Footwear,553.1,San Francisco,M,Olive,Fall,4.2,Active,Google Pay,Express,Yes,TECH10,No,PayPal,Monthly
699,21,Male,jeans,Beauty,834.67,Las Vegas,N/A,Purple,Winter,3.4,Active,Digital Wallet,Standard,No,None,Yes,Debit Card,Quarterly
700,20,Female,Gaming Console,Footwear,639.56,San Francisco,M,White,All Seasons,1.3,Active,Apple Pay,Nextday,No,None,No,Credit Card,Bi-Weekly
701,33,Other,Dress,Accessories,578.8,Las Vegas,XL,Orange,All Seasons,4.6,Active,Debit Card,Nextday,No,None,Yes,Apple Pay,Weekly
702,28,Male,Smartphone,Clothing,277.14,Los Angeles,L,Gold,Winter,3.9,Active,PayPal,Store pickup,Yes,SPRING15,No,Debit Card,Quarterly
703,43,Female,Perfume,Footwear,669.34,Chicago,XL,Orange,Winter,1.8,Active,Digital Wallet,Express,No,None,No,PayPal,Bi-Weekly
704,29,Other,Wristwatch,Accessories,935.65,Seattle,N/A,White,Summer,4.6,Inactive,Apple Pay,Express,Yes,None,No,Credit Card,Quarterly
705,19,Male,Perfume,Electronics,374.17,San Francisco,N/A,Olive,All Seasons,4.7,Active,PayPal,Free ship,No,None,No,Apple Pay,Yearly
706,26,Other,Gaming Console,Bags,466.2,Chicago,S,White,Summer,1.9,Inactive,Digital Wallet,Free ship,No,None,Yes,Google Pay,Quarterly
707,29,Male,Handbag,Accessories,773.4,New York,S,Green,All Seasons,4.1,Active,Debit Card,Nextday,No,None,No,PayPal,Quarterly
708,21,Female,jeans,Clothing,566.16,Denver,L,Pink,Summer,3.4,Active,Digital Wallet,Store pickup,Yes,BEAUTY5,Yes,Google Pay,Yearly
709,55,Female,T-Shirt,Accessories,575.59,New York,N/A,Blue,Summer,4.8,Inactive,Apple Pay,Standard,No,None,Yes,Apple Pay,Monthly
710,29,Female,Perfume,Accessories,340.36,Miami,N/A,Green,Winter,1.0,Active,Google Pay,Nextday,No,None,Yes,Credit Card,Weekly
711,48,Other,Laptop,Bags,955.98,Las Vegas,L,Red,Winter,3.5,Active,Debit Card,Store pickup,Yes,BEAUTY5,Yes,Google Pay,Quarterly
712,30,Female,T-Shirt,Electronics,51.58,San Francisco,N/A,Blue,Fall,3.7,Active,Digital Wallet,Nextday,Yes,SPRING15,Yes,Credit Card,Weekly
713,49,Female,sweater,Accessories,56.33,San Francisco,XL,Yellow,Spring,3.0,Inactive,Credit Card,Free ship,Yes,BEAUTY5,No,Credit Card,Bi-Weekly
714,55,Other,Laptop,Footwear,943.98,Los Angeles,L,Black,Winter,2.7,Inactive,PayPal,Free ship,Yes,TECH10,No,PayPal,Quarterly
715,27,Other,sweater,Beauty,784.96,Seattle,L,Gray,Winter,1.9,Inactive,Google Pay,Nextday,Yes,SPRING15,Yes,PayPal,Bi-Weekly
716,59,Male,Backpack,Bags,224.71,San Francisco,N/A,Grey,Winter,2.8,Active,Credit Card,Store pickup,Yes,SUMMER20,Yes,PayPal,Weekly
717,21,Male,Perfume,Footwear,368.78,San Francisco,L,White,Spring,1.2,Active,Credit Card,Store pickup,Yes,SUMMER20,Yes,PayPal,Monthly
718,48,Male,Running Shoes,Accessories,666.79,Houston,M,Orange,Spring,4.4,Inactive,Digital Wallet,Store pickup,Yes,TECH10,Yes,Google Pay,Bi-Weekly
719,28,Other,Dress,Clothing,95.02,Boston,N/A,Black,Spring,2.8,Inactive,Digital Wallet,Express,No,None,No,Apple Pay,Yearly
720,54,Other,jeans,Electronics,788.06,Las Vegas,L,Gray,All Seasons,2.5,Active,Credit Card,Store pickup,No,None,No,Apple Pay,Monthly
721,34,Male,Running Shoes,Beauty,486.94,Seattle,S,Olive,Fall,2.4,Active,PayPal,Express,Yes,SPRING15,No,Google Pay,Weekly
722,28,Other,Backpack,Beauty,818.09,Houston,L,Silver,Fall,2.2,Active,Credit Card,Free ship,No,None,Yes,Google Pay,Yearly
723,56,Other,Gaming Console,Bags,997.12,Miami,XL,White,Winter,3.1,Active,Google Pay,Free ship,Yes,BEAUTY5,Yes,Credit Card,Quarterly
724,42,Female,Gaming Console,Beauty,234.48,Miami,XL,Pink,Spring,3.8,Active,Apple Pay,Free ship,No,None,Yes,PayPal,Weekly
725,39,Other,Perfume,Accessories,751.4,Miami,XL,Grey,Fall,4.5,Active,Apple Pay,Nextday,Yes,SUMMER20,No,Debit Card,Yearly
726,19,Female,T-Shirt,Accessories,623.24,San Francisco,N/A,Olive,All Seasons,3.0,Active,Digital Wallet,Store pickup,No,None,Yes,Google Pay,Quarterly
727,52,Male,Handbag,Beauty,191.12,Chicago,M,Green,Spring,3.1,Active,Google Pay,Standard,No,None,Yes,Debit Card,Bi-Weekly
728,49,Male,sweater,Clothing,689.26,Los Angeles,L,Orange,All Seasons,2.9,Inactive,Digital Wallet,Standard,Yes,SPRING15,No,Google Pay,Quarterly
729,51,Other,sweater,Beauty,26.24,Denver,XL,Silver,All Seasons,3.0,Active,Debit Card,Free ship,Yes,SUMMER20,No,Debit Card,Quarterly
730,58,Other,Smartphone,Clothing,975.07,Seattle,S,Purple,Spring,3.0,Inactive,Google Pay,Free ship,No,None,No,Debit Card,Quarterly
731,26,Other,sweater,Clothing,807.33,San Francisco,L,Blue,Fall,3.9,Active,PayPal,Free ship,Yes,SPRING15,Yes,Google Pay,Weekly
732,45,Other,sunglasses,Footwear,583.31,Las Vegas,L,Red,Winter,4.6,Active,Debit Card,Nextday,Yes,BEAUTY5,Yes,Google Pay,Yearly
733,39,Male,Backpack,Bags,970.69,Chicago,M,Blue,Spring,1.6,Active,PayPal,Nextday,No,None,Yes,Debit Card,Yearly
734,56,Female,Running Shoes,Beauty,548.37,Chicago,N/A,Purple,Spring,4.4,Inactive,Digital Wallet,Free ship,No,None,No,Apple Pay,Bi-Weekly
735,60,Male,Smartphone,Electronics,611.16,Houston,XL,Silver,Winter,3.5,Inactive,Credit Card,Express,Yes,BEAUTY5,Yes,Apple Pay,Bi-Weekly
736,32,Male,Gaming Console,Beauty,849.66,Chicago,N/A,Purple,All Seasons,2.6,Active,Digital Wallet,Store pickup,Yes,None,No,PayPal,Quarterly
737,52,Female,Backpack,Accessories,294.28,San Francisco,XL,Gray,Fall,1.3,Active,Apple Pay,Standard,Yes,None,Yes,Google Pay,Quarterly
738,28,Male,Handbag,Footwear,105.16,Chicago,L,Green,Spring,3.3,Inactive,Google Pay,Standard,Yes,TECH10,No,Debit Card,Bi-Weekly
739,56,Male,sweater,Accessories,877.1,New York,XL,Olive,Spring,5.0,Active,Digital Wallet,Free ship,No,None,No,Google Pay,Bi-Weekly
740,40,Other,Handbag,Bags,304.68,Chicago,M,Grey,All Seasons,2.3,Inactive,Digital Wallet,Store pickup,No,None,No,PayPal,Bi-Weekly
741,22,Male,Running Shoes,Clothing,917.2,New York,L,Red,Summer,2.8,Inactive,Debit Card,Nextday,Yes,TECH10,No,Google Pay,Monthly
742,26,Other,kurta,Electronics,460.9,New York,M,Green,Fall,2.7,Inactive,Debit Card,Free ship,No,None,Yes,Debit Card,Quarterly
743,28,Other,kurta,Clothing,111.16,San Francisco,N/A,White,Summer,2.4,Active,Apple Pay,Store pickup,Yes,TECH10,No,Debit Card,Weekly
744,49,Other,Smartphone,Accessories,418.37,Houston,XL,Gray,All Seasons,1.9,Inactive,Apple Pay,Standard,No,None,No,Google Pay,Yearly
745,25,Male,T-Shirt,Beauty,820.05,New York,N/A,Green,Spring,4.5,Inactive,Google Pay,Store pickup,Yes,SUMMER20,No,Apple Pay,Quarterly
746,27,Female,Laptop,Electronics,883.05,San Francisco,XL,Pink,Winter,2.3,Active,Digital Wallet,Express,Yes,None,Yes,PayPal,Bi-Weekly
747,33,Male,Wristwatch,Clothing,986.54,Boston,S,Red,Spring,2.4,Inactive,Credit Card,Store pickup,Yes,BEAUTY5,Yes,PayPal,Monthly
748,37,Other,Dress,Electronics,309.46,Seattle,N/A,Yellow,All Seasons,4.6,Inactive,Apple Pay,Store pickup,Yes,BEAUTY5,No,Credit Card,Weekly
749,19,Other,sunglasses,Clothing,719.43,Houston,N/A,Red,Summer,5.0,Active,Google Pay,Express,Yes,BEAUTY5,Yes,Apple Pay,Monthly
750,53,Male,T-Shirt,Electronics,794.56,Chicago,XL,Black,Spring,1.5,Inactive,Credit Card,Express,Yes,TECH10,Yes,PayPal,Yearly
751,53,Male,Dress,Bags,529.4,Houston,N/A,Pink,Winter,4.2,Inactive,Credit Card,Express,No,None,Yes,Apple Pay,Yearly
752,56,Female,sweater,Accessories,106.73,Las Vegas,N/A,White,Summer,2.4,Active,PayPal,Store pickup,No,None,No,Apple Pay,Bi-Weekly
753,43,Female,Smartphone,Beauty,294.87,Los Angeles,N/A,Green,Spring,4.6,Inactive,PayPal,Express,No,None,No,Credit Card,Quarterly
754,51,Male,sweater,Footwear,604.77,New York,XL,Pink,Spring,1.3,Active,Google Pay,Nextday,No,None,Yes,PayPal,Yearly
755,52,Male,Smartphone,Electronics,524.64,Houston,L,Silver,Fall,1.3,Inactive,Credit Card,Standard,No,None,No,Google Pay,Monthly
756,27,Female,kurta,Footwear,402.36,New York,M,Olive,Fall,4.6,Inactive,Google Pay,Store pickup,Yes,TECH10,No,Debit Card,Quarterly
757,52,Other,T-Shirt,Clothing,258.15,Miami,S,Gray,Spring,2.1,Inactive,Digital Wallet,Standard,No,None,No,Credit Card,Monthly
758,24,Other,T-Shirt,Footwear,130.36,Boston,S,White,Summer,1.2,Inactive,Digital Wallet,Nextday,No,None,No,Debit Card,Quarterly
759,42,Male,T-Shirt,Electronics,813.68,Chicago,L,Olive,Spring,3.9,Active,Credit Card,Nextday,No,None,Yes,Google Pay,Quarterly
760,29,Female,Laptop,Beauty,924.95,Las Vegas,S,Yellow,Spring,4.8,Active,Apple Pay,Express,Yes,TECH10,No,PayPal,Yearly
761,22,Male,Wristwatch,Accessories,444.32,San Francisco,S,Silver,Fall,4.7,Inactive,Google Pay,Free ship,Yes,BEAUTY5,Yes,PayPal,Bi-Weekly
762,19,Male,Laptop,Footwear,56.84,Denver,L,Purple,Spring,2.2,Active,Credit Card,Nextday,Yes,BEAUTY5,No,Debit Card,Bi-Weekly
763,36,Other,Wristwatch,Footwear,779.87,Houston,M,Orange,Fall,1.8,Active,Digital Wallet,Free ship,Yes,SUMMER20,No,Apple Pay,Monthly
764,38,Male,Laptop,Electronics,787.23,Seattle,L,Purple,Spring,4.5,Active,Debit Card,Standard,No,None,No,Apple Pay,Quarterly
765,43,Other,Dress,Clothing,392.63,New York,L,Green,Summer,4.3,Active,Credit Card,Store pickup,Yes,SPRING15,Yes,Debit Card,Quarterly
766,30,Other,Running Shoes,Bags,373.04,Las Vegas,L,Green,Spring,3.3,Active,Google Pay,Store pickup,Yes,TECH10,No,PayPal,Weekly
767,42,Other,Backpack,Beauty,725.85,Los Angeles,XL,Black,Fall,2.2,Inactive,Credit Card,Store pickup,Yes,SUMMER20,No,Apple Pay,Yearly
768,47,Male,Backpack,Clothing,403.84,Chicago,S,Gray,Summer,3.1,Inactive,Credit Card,Free ship,Yes,SPRING15,Yes,Apple Pay,Quarterly
769,35,Other,Perfume,Beauty,50.17,Miami,N/A,Orange,Summer,4.4,Inactive,Digital Wallet,Express,Yes,TECH10,No,Credit Card,Weekly
770,49,Male,Handbag,Accessories,26.96,San Francisco,M,Gold,All Seasons,1.5,Active,Debit Card,Standard,Yes,TECH10,No,Google Pay,Yearly
771,37,Female,jeans,Electronics,682.27,Miami,N/A,Blue,All Seasons,1.0,Active,Apple Pay,Free ship,Yes,None,No,Apple Pay,Quarterly
772,45,Male,jeans,Bags,128.03,Miami,N/A,Black,Spring,2.1,Inactive,PayPal,Store pickup,No,None,Yes,Credit Card,Bi-Weekly
773,24,Other,Backpack,Footwear,895.11,New York,XL,Red,Summer,2.0,Active,Digital Wallet,Store pickup,No,None,Yes,Google Pay,Bi-Weekly
774,49,Male,sweater,Electronics,338.44,New York,L,Red,All Seasons,2.6,Inactive,Digital Wallet,Store pickup,No,None,Yes,Apple Pay,Bi-Weekly
775,29,Other,Backpack,Clothing,887.96,New York,M,Silver,Spring,4.5,Inactive,Credit Card,Express,No,None,No,Credit Card,Quarterly
776,21,Male,Wristwatch,Footwear,95.71,Chicago,N/A,Black,Summer,1.5,Inactive,Credit Card,Nextday,No,None,Yes,Credit Card,Monthly
777,18,Male,Handbag,Footwear,668.5,San Francisco,S,Black,Spring,1.8,Active,Digital Wallet,Free ship,No,None,Yes,Apple Pay,Yearly
778,38,Other,T-Shirt,Beauty,614.2,Los Angeles,S,Silver,Fall,2.5,Active,Credit Card,Free ship,No,None,No,PayPal,Monthly
779,20,Male,Laptop,Beauty,533.44,New York,L,Red,All Seasons,3.2,Active,PayPal,Express,Yes,TECH10,Yes,Credit Card,Weekly
780,58,Female,Wristwatch,Beauty,871.01,Denver,L,Gold,Fall,2.6,Active,Credit Card,Standard,Yes,BEAUTY5,No,Debit Card,Quarterly
781,39,Other,Smartphone,Bags,634.53,Las Vegas,L,Gray,Fall,3.0,Active,Debit Card,Standard,Yes,None,No,Credit Card,Yearly
782,51,Female,Handbag,Clothing,86.89,Los Angeles,XL,Red,Spring,3.3,Inactive,PayPal,Nextday,No,None,Yes,Google Pay,Weekly
783,22,Female,Laptop,Beauty,435.55,San Francisco,M,Yellow,All Seasons,2.2,Active,Digital Wallet,Free ship,No,None,No,Google Pay,Yearly
784,23,Other,kurta,Clothing,897.16,San Francisco,L,Gold,Fall,3.9,Active,Credit Card,Free ship,No,None,No,Google Pay,Bi-Weekly
785,32,Male,kurta,Footwear,352.22,New York,M,Grey,Winter,2.0,Inactive,Apple Pay,Free ship,Yes,BEAUTY5,No,PayPal,Quarterly
786,31,Female,Handbag,Bags,101.42,New York,S,Orange,Spring,3.3,Inactive,PayPal,Nextday,Yes,SUMMER20,Yes,Apple Pay,Bi-Weekly
787,41,Other,Dress,Accessories,31.66,Seattle,S,Blue,Summer,4.8,Inactive,Digital Wallet,Nextday,No,None,No,Credit Card,Weekly
788,52,Male,Running Shoes,Clothing,399.18,Houston,S,Gray,Fall,4.7,Active,Apple Pay,Store pickup,No,None,Yes,PayPal,Yearly
789,40,Female,Gaming Console,Accessories,341.74,San Francisco,N/A,Green,All Seasons,1.3,Active,Debit Card,Free ship,Yes,BEAUTY5,Yes,Credit Card,Weekly
790,49,Male,Running Shoes,Clothing,522.24,Boston,L,Purple,Spring,4.5,Active,Digital Wallet,Free ship,Yes,TECH10,Yes,Google Pay,Quarterly
791,52,Female,kurta,Bags,292.11,San Francisco,N/A,Black,All Seasons,2.0,Inactive,Apple Pay,Standard,Yes,TECH10,Yes,Apple Pay,Bi-Weekly
792,28,Male,Backpack,Beauty,447.62,New York,XL,Black,Summer,4.3,Active,Digital Wallet,Standard,No,None,No,Credit Card,Monthly
793,58,Male,Running Shoes,Footwear,945.75,New York,L,Orange,Spring,4.3,Active,Credit Card,Nextday,No,None,Yes,Apple Pay,Yearly
794,48,Other,sunglasses,Footwear,111.74,Boston,M,Grey,Winter,2.5,Active,Debit Card,Nextday,Yes,SPRING15,No,Debit Card,Weekly
795,30,Other,jeans,Electronics,193.17,Denver,N/A,Yellow,Spring,1.6,Active,Apple Pay,Express,Yes,None,No,PayPal,Yearly
796,44,Female,Gaming Console,Accessories,582.83,Las Vegas,L,Grey,Summer,1.3,Inactive,Digital Wallet,Free ship,No,None,No,Google Pay,Quarterly
797,47,Female,Perfume,Electronics,919.05,Miami,L,Silver,All Seasons,1.3,Active,PayPal,Express,Yes,SPRING15,Yes,Credit Card,Bi-Weekly
798,56,Female,T-Shirt,Bags,305.61,New York,N/A,Olive,All Seasons,3.2,Inactive,PayPal,Store pickup,Yes,SPRING15,No,Debit Card,Monthly
799,39,Female,Running Shoes,Footwear,978.71,Boston,XL,Red,Summer,1.8,Active,Apple Pay,Nextday,No,None,No,Apple Pay,Monthly
800,46,Male,kurta,Footwear,346.16,Los Angeles,N/A,Grey,Summer,5.0,Inactive,Digital Wallet,Free ship,Yes,TECH10,No,Debit Card,Yearly
801,40,Male,Perfume,Beauty,374.98,Los Angeles,S,Blue,Fall,4.2,Active,Google Pay,Express,Yes,SPRING15,No,Apple Pay,Yearly
802,25,Female,Handbag,Accessories,256.2,San Francisco,XL,Green,All Seasons,3.0,Inactive,PayPal,Store pickup,Yes,None,No,PayPal,Bi-Weekly
803,37,Other,T-Shirt,Bags,281.34,Los Angeles,N/A,Purple,All Seasons,4.7,Active,Credit Card,Store pickup,Yes,SUMMER20,No,Apple Pay,Weekly
804,30,Female,Running Shoes,Electronics,515.03,New York,S,Purple,Fall,4.7,Inactive,Apple Pay,Free ship,No,None,Yes,Credit Card,Yearly
805,31,Female,Perfume,Bags,506.7,Las Vegas,M,Gold,Summer,3.8,Inactive,Credit Card,Nextday,No,None,Yes,Credit Card,Yearly
806,29,Other,Smartphone,Beauty,254.89,Los Angeles,M,Blue,All Seasons,3.2,Inactive,Debit Card,Standard,No,None,No,PayPal,Weekly
807,32,Female,sweater,Accessories,603.92,New York,N/A,Grey,Winter,2.6,Active,PayPal,Express,Yes,SPRING15,Yes,Apple Pay,Monthly
808,32,Female,Laptop,Beauty,335.82,Miami,XL,Purple,Winter,3.8,Active,PayPal,Express,Yes,SUMMER20,No,Google Pay,Quarterly
809,46,Female,Handbag,Bags,526.1,Houston,L,Blue,All Seasons,2.5,Active,Google Pay,Express,No,None,No,Apple Pay,Monthly
810,21,Female,Wristwatch,Footwear,399.47,Miami,XL,Yellow,Fall,1.4,Active,Debit Card,Store pickup,Yes,BEAUTY5,Yes,Google Pay,Quarterly
811,33,Male,kurta,Electronics,101.99,Las Vegas,S,Green,Winter,4.7,Active,Digital Wallet,Express,Yes,SPRING15,Yes,PayPal,Yearly
812,54,Male,jeans,Accessories,384.61,Boston,XL,Yellow,All Seasons,1.9,Inactive,PayPal,Express,Yes,TECH10,No,Debit Card,Weekly
813,40,Male,Perfume,Beauty,14.63,Las Vegas,M,Green,Winter,2.4,Inactive,Debit Card,Express,Yes,None,No,PayPal,Quarterly
814,44,Male,Backpack,Clothing,479.16,Houston,L,Yellow,All Seasons,3.5,Inactive,Debit Card,Free ship,Yes,SPRING15,No,Apple Pay,Bi-Weekly
815,36,Female,Dress,Beauty,419.05,Las Vegas,S,Grey,Summer,2.0,Active,Digital Wallet,Free ship,Yes,BEAUTY5,No,Debit Card,Yearly
816,21,Other,Dress,Accessories,92.88,New York,S,Black,Fall,1.9,Inactive,Google Pay,Standard,No,None,No,PayPal,Bi-Weekly
817,50,Other,Gaming Console,Clothing,683.81,Miami,S,Purple,Spring,1.8,Active,Credit Card,Store pickup,Yes,TECH10,Yes,Debit Card,Bi-Weekly
818,42,Female,kurta,Accessories,352.73,Houston,M,Grey,Winter,1.9,Active,Google Pay,Free ship,Yes,SPRING15,Yes,PayPal,Weekly
819,30,Male,sweater,Clothing,843.07,New York,N/A,Gold,Fall,3.4,Inactive,Debit Card,Express,No,None,No,Credit Card,Bi-Weekly
820,33,Male,Running Shoes,Beauty,128.92,San Francisco,XL,Pink,Winter,2.0,Active,Google Pay,Store pickup,Yes,BEAUTY5,Yes,Debit Card,Quarterly
821,49,Other,Wristwatch,Clothing,801.86,Miami,N/A,Olive,Spring,2.0,Active,Google Pay,Store pickup,No,None,Yes,Google Pay,Bi-Weekly
822,49,Other,Backpack,Clothing,703.33,Los Angeles,XL,White,Winter,2.1,Inactive,Google Pay,Express,Yes,None,Yes,Apple Pay,Weekly
823,28,Other,sweater,Bags,382.78,Chicago,L,Gold,Fall,2.3,Inactive,Debit Card,Free ship,No,None,No,Apple Pay,Quarterly
824,49,Other,Running Shoes,Footwear,963.59,Las Vegas,L,Blue,Spring,2.4,Active,Debit Card,Free ship,No,None,No,Google Pay,Bi-Weekly
825,30,Male,Wristwatch,Electronics,934.21,Seattle,S,White,Winter,2.5,Inactive,Debit Card,Express,No,None,Yes,Apple Pay,Monthly
826,56,Female,sunglasses,Bags,834.58,Chicago,XL,Yellow,Fall,1.1,Inactive,Digital Wallet,Store pickup,No,None,No,Google Pay,Weekly
827,57,Other,Gaming Console,Electronics,359.18,Seattle,M,Black,Summer,4.1,Inactive,Google Pay,Nextday,Yes,BEAUTY5,No,Debit Card,Yearly
828,45,Other,Dress,Footwear,489.61,Los Angeles,M,Grey,All Seasons,4.1,Inactive,Google Pay,Free ship,No,None,No,Google Pay,Yearly
829,38,Male,Running Shoes,Bags,523.11,Houston,M,Red,Summer,1.0,Active,Credit Card,Store pickup,Yes,TECH10,Yes,PayPal,Bi-Weekly
830,58,Female,T-Shirt,Clothing,347.28,Las Vegas,L,Olive,All Seasons,1.7,Inactive,Apple Pay,Express,Yes,BEAUTY5,No,Google Pay,Yearly
831,37,Male,Laptop,Accessories,522.6,Chicago,N/A,Blue,Summer,4.0,Active,Debit Card,Nextday,No,None,Yes,PayPal,Quarterly
832,18,Other,sunglasses,Clothing,967.0,Las Vegas,S,Gold,Fall,3.8,Inactive,Credit Card,Nextday,No,None,Yes,Google Pay,Bi-Weekly
833,57,Male,Gaming Console,Footwear,481.02,Boston,L,White,Winter,3.2,Active,Debit Card,Standard,No,None,Yes,Debit Card,Monthly
834,54,Male,Running Shoes,Beauty,579.08,Boston,S,White,Summer,3.4,Inactive,Debit Card,Standard,No,None,Yes,Credit Card,Bi-Weekly
835,38,Other,Perfume,Footwear,748.87,Chicago,S,Silver,Summer,1.3,Active,Digital Wallet,Store pickup,No,None,Yes,Apple Pay,Weekly
836,55,Other,Handbag,Bags,510.75,San Francisco,M,Purple,Spring,1.3,Active,Debit Card,Express,Yes,SUMMER20,No,PayPal,Yearly
837,47,Male,jeans,Beauty,659.61,Los Angeles,M,Blue,Fall,2.4,Active,Debit Card,Free ship,Yes,TECH10,No,Credit Card,Yearly
838,25,Female,Gaming Console,Footwear,276.75,Denver,XL,Olive,All Seasons,3.0,Inactive,Apple Pay,Express,No,None,Yes,Debit Card,Monthly
839,37,Female,Smartphone,Electronics,609.41,Boston,M,Yellow,Spring,3.8,Inactive,Apple Pay,Store pickup,No,None,Yes,PayPal,Bi-Weekly
